Path,object description,defect description
pill/color/016.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The left side of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling five. The lower right part of the white pill has a bump defect, shaped as a long stripe, colored gray."
pill/color/017.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower right part of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling three. The lower right part of the white pill has a bump defect, shaped as a long stripe, colored gray."
pill/color/018.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has a discoloration spot defect, shaped as a circle, colored red. The upper right part of the white pill has a bump defect, shaped as a long stripe, colored gray."
pill/color/019.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The left side of the white pill has a discoloration defect, shaped as a long stripe, colored red. The right side of the white pill has a bump defect, shaped irregularly, colored gray. The lower left part of the white pill has a bump defect, shaped irregularly, colored gray."
pill/color/020.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper half of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling five."
pill/color/021.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower half of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling six."
pill/color/022.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has a large yellow spot defect, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/023.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The left side of the white pill has five yellow spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/024.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has a discoloration blotch defect, shaped irregularly, colored red."
pill/combined/000.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower left part of the white pill has a bump defect, shaped as a long stripe, colored gray. The upper right part of the white pill has a bump defect, shaped as a long stripe, colored gray. The upper right part of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling three. The lower right part of the white pill has a bump defect, shaped as a long stripe, colored gray. The lower right part of the white pill has a scratch defect, shaped as a long stripe, colored gray."
pill/combined/001.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has a misprint defect, shaped irregularly, colored gray. The upper right part of the white pill has a scratch defect, shaped irregularly, colored gray. The lower left part of the white pill has a bump defect, shaped irregularly, colored gray."
pill/combined/002.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper left part of the white pill has a yellow blotch defect, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/combined/003.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower left part of the white pill has four blue spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/combined/004.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower left part of the white pill has a foreign object defect, shaped irregularly, colored gray. The upper right part of the white pill has a bump defect, shaped irregularly, colored gray. The right side of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling five."
pill/combined/005.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower right part of the white pill has a foreign object defect, shaped irregularly, colored gray, totaling four. The lower right part of the white pill has a bump defect, shaped irregularly, colored black. The upper right part of the white pill has a discoloration defect, shaped irregularly, colored red, totaling two."
pill/combined/006.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a bump defect, shaped irregularly, colored gray, totaling three. The right side of the white pill has a misprint defect, shaped irregularly, colored gray. The upper right corner of the white pill has a scratch, shaped as a long stripe, colored gray."
